id,State,ST,Fips,County,Precincts,Votes,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White,Black,Hispanic,Asian,Amerindian,Other,White  Asian,Sire Homogeneity,Median Age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,elevation,Annual Prcp,Winter Prcp,Summer Prcp,Spring Prcp,Autumn Prcp,Annual Tavg,Annual Tmax,Annual Tmin,Winter Tavg,Winter Tmax,Winter Tmin,Summer Tavg,Summer Tmax,Summer Tmin,Spring Tavg,Spring Tmax,Spring Tmin,Autumn Tavg,Autumn Tmax,Autumn Tmin,Nearest County,temp,precip,reporting,Est Votes Remaining,total16,total08,total12,other08,other12,Winner
34,Virginia,VA,51157,"Rappahannock County, Virginia",6.0,4444.0,20.2,79.8,37.4,13.9,78.0,33346.607619999995,90.1,4.95,0.4,0.4,1.9,2.2,10.35,8.85,7272,42.6,10.1,0.48,14.25,39.8,15.1,20.4,1.9,15.4,7.35,90.1,4.95,2.2,0.4,0.4,1.9,90.5,0.81512825,46.8,-78.1688241,38.6845215,,,0.07,24.0,0.16,,0.264,0.113,147.8,103.5,0.159,0.05,59.02,,78.6,,228.6,4718.0,929.0,1257.0,1214.0,1318.0,546.0,664.0,427.0,353.0,458.0,248.0,731.0,852.0,609.0,531.0,657.0,405.0,565.0,686.0,444.0,51157.0,12.55555556,1198.372,6.0,0.0,4444.0,4405.0,4357.0,73.0,66.0,1
35,Kansas,KS,20019,"Chautauqua County, Kansas",14.0,1845.0,13.0,87.0,17.0,4.7,73.45,24643.15683,90.25,0.9,3.95,0.05,3.1,1.8,19.55,6.7,3747,52.0,10.85,0.42200000000000004,9.75,28.05,19.05,16.25,5.1,13.2,18.35,90.25,0.9,1.8,0.05,3.95,3.1,90.3,0.81743275,47.5,-96.2453962,37.1542592,2.7,,,44.6,0.298,0.278,0.306,0.10800000000000001,223.2,,0.21100000000000002,0.061,,,,,283.125,4115.0,500.75,1231.5,1330.25,1052.5,,,,,,,,,,,,,,,,20019.0,,1045.21,14.0,0.0,1845.0,1852.0,1630.0,33.0,46.0,1
36,Mississippi,MS,28075,"Lauderdale County, Mississippi",42.0,28967.0,18.4,81.6,18.8,6.7,74.75,22374.613019999997,55.0,41.75,0.25,0.7,0.6,1.75,42.65,13.4,79113,49.4,23.1,0.49200000000000005,35.5,31.15,16.95,26.7,1.05,10.0,14.2,55.0,41.75,1.75,0.7,0.25,0.6,55.7,0.47720375,36.6,-88.6604488,32.4039981,4.1,4.1,0.13,61.7,0.518,0.223,0.36700000000000005,0.161,664.8,379.2,0.192,0.094,336.77,9.04,72.5,10.0,103.4,5726.0,1587.6,1406.4,1530.6,1201.4,,,,,,,,,,,,,,,,28075.0,,1454.404,42.0,0.0,28967.0,33114.0,32777.0,200.0,263.0,1
37,West Virginia,WV,54099,"Wayne County, West Virginia",36.0,15080.0,21.9,78.1,12.7,4.4,76.35,23955.21937,98.05,0.25,0.15,0.25,0.7,0.55,23.95,14.9,41988,36.8,20.15,0.439,23.4,26.15,19.25,26.9,0.1,11.2,16.3,98.05,0.25,0.55,0.25,0.15,0.7,98.3,0.96147425,41.2,-82.4196977,38.1455311,6.8,6.1,0.13,42.0,0.289,0.325,0.355,0.14400000000000002,111.6,24.8,0.18600000000000003,0.078,153.33,7.35,89.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,15080.0,15430.0,13955.0,346.0,336.0,1
38,North Dakota,ND,38095,"Towner County, North Dakota",3.0,1137.0,11.4,88.6,20.2,4.8,85.6,23708.861269999998,95.4,0.25,1.85,1.4,0.55,0.5,6.2,8.9,2282,7.4,9.75,0.43,15.25,42.35,14.65,22.55,7.0,7.15,6.25,95.4,0.25,0.5,1.4,1.85,0.55,96.8,0.91071575,48.2,-99.2481583,48.6821831,1.7,1.8,,23.1,0.223,0.139,0.29100000000000004,0.098,353.4,,0.135,0.039,0.0,,,,465.4333333000001,1903.6666670000002,159.33333330000002,908.0,448.33333330000005,388.0,,,,,,,,,,,,,,,,38095.0,,483.53133330000003,3.0,0.0,1137.0,1197.0,1182.0,40.0,43.0,1
39,Kansas,KS,20085,"Jackson County, Kansas",19.0,5727.0,7.8,92.2,17.7,4.9,79.5,27482.02699,86.7,0.85,6.4,0.2,2.75,3.1,18.0,12.05,13404,54.6,10.05,0.376,12.45,30.85,17.2,25.9,0.8,11.4,13.85,86.7,0.85,3.1,0.2,6.4,2.75,86.9,0.7575784999999999,40.8,-95.79450920000001,39.4109892,4.0,3.1,0.07,37.9,0.273,0.26899999999999996,0.35700000000000004,0.10800000000000001,282.9,,0.14400000000000002,0.064,251.63,,74.9,,320.6,3779.0,359.0,1400.0,1082.0,938.0,523.0,642.0,404.0,285.0,400.0,170.0,745.0,859.0,631.0,519.0,642.0,397.0,539.0,662.0,415.0,20085.0,11.27777778,959.8660000000001,19.0,0.0,5727.0,6253.0,5561.0,134.0,133.0,1
40,Indiana,IN,18155,"Switzerland County, Indiana",12.0,3639.0,21.9,78.1,11.4,4.6,70.65,29123.376510000002,98.3,0.15,0.15,0.1,0.55,0.75,21.6,8.05,10120,14.2,13.9,0.387,19.25,20.6,21.8,24.25,0.1,11.95,21.25,98.3,0.15,0.75,0.1,0.15,0.55,98.4,0.9663809999999999,40.4,-85.0296787,38.8258455,5.0,3.7,0.06,38.0,0.32299999999999995,0.292,0.27899999999999997,0.114,141.9,60.3,0.17800000000000002,0.069,,,78.9,,142.0,4473.0,960.0,1183.0,1344.0,986.0,542.0,657.0,427.0,335.0,436.0,234.0,736.0,850.0,623.0,532.0,657.0,408.0,560.0,681.0,438.0,18155.0,12.33333333,1136.142,12.0,0.0,3639.0,3640.0,3397.0,62.0,88.0,1
41,Texas,TX,48245,"Jefferson County, Texas",41.0,87363.0,18.6,81.4,17.8,5.6,74.3,26326.94381,46.15,33.8,0.3,3.1,1.25,15.45,31.35,11.8,247474,46.7,18.4,0.46799999999999997,27.9,30.0,18.5,24.55,0.35,12.25,14.35,46.15,33.8,15.45,3.1,0.3,1.25,49.25,0.35222275,36.2,-94.1493306,29.853999699999996,4.3,3.4,0.1,55.4,0.447,0.215,0.355,0.128,552.2,397.0,0.24100000000000002,0.107,637.4,9.5,75.4,7.9,4.866666667,5851.333333,1358.0,1768.6666670000002,1153.0,1571.666667,,,,,,,,,,,,,,,,48245.0,,1486.238667,41.0,0.0,87363.0,88296.0,88627.0,503.0,717.0,1
42,Indiana,IN,18063,"Hendricks County, Indiana",104.0,75258.0,6.6,93.4,31.2,9.6,80.7,36228.51238,89.7,4.4,0.2,1.8,1.35,2.6,8.45,5.3,139698,44.3,5.6,0.37,7.2,37.1,12.05,27.6,0.2,10.05,13.0,89.7,4.4,2.6,1.8,0.2,1.35,91.5,0.80773125,36.5,-86.51028649999999,39.7687487,2.5,2.7,0.07,21.7,0.20800000000000002,0.18100000000000002,0.318,0.09,168.9,135.2,0.10800000000000001,0.066,156.02,1.47,40.6,5.5,291.4,4354.0,824.0,1269.0,1224.0,1037.0,,,,,,,,,,,,,,,,18063.0,,1105.9160000000002,104.0,0.0,75258.0,64955.0,66644.0,679.0,1220.0,1
43,California,CA,6109,"Tuolumne County, California",73.0,23472.0,12.7,87.3,17.3,6.2,74.8,26112.52159,82.25,2.15,1.4,0.95,2.95,10.3,16.5,4.85,55563,57.3,11.05,0.433,13.5,29.95,22.4,25.7,0.7,11.5,9.85,82.25,2.15,10.3,0.95,1.4,2.95,83.2,0.6887340000000001,46.6,-119.9647084,38.021451,3.7,3.7,0.05,24.0,0.22399999999999998,0.191,0.22699999999999998,0.079,214.7,81.1,0.158,0.11599999999999999,230.62,,94.1,,1215.0,4140.75,2106.75,90.75,1153.25,790.0,,,,,,,,,,,,,,,,6109.0,,1051.7505,,,,,,,,1
44,Iowa,IA,19169,"Story County, Iowa",44.0,48910.0,4.7,95.3,47.2,19.3,84.5,17362.7308,87.9,2.25,0.1,5.8,1.45,2.55,11.75,6.15,87161,49.1,19.3,0.45299999999999996,9.7,42.85,17.15,23.15,1.4,5.85,9.6,87.9,2.25,2.55,5.8,0.1,1.45,93.7,0.77737275,26.4,-93.4660934,42.0375379,2.2,2.2,0.06,8.6,0.205,0.107,0.251,0.055999999999999994,321.2,44.7,0.099,0.039,279.45,,35.8,4.0,298.8333333,3546.666667,285.0,1459.333333,1022.0,780.3333332999999,,,,,,,,,,,,,,,,19169.0,,900.8533332999999,44.0,0.0,48910.0,46581.0,47150.0,1038.0,1290.0,0
45,Georgia,GA,13213,"Murray County, Georgia",7.0,12422.0,33.8,66.2,6.7,3.1,72.0,26488.20445,85.4,0.7,0.25,0.3,1.1,12.3,23.4,15.5,40081,36.9,16.6,0.409,22.2,18.8,10.6,19.65,1.05,14.25,35.6,85.4,0.7,12.3,0.3,0.25,1.1,85.7,0.74463025,35.4,-84.7379899,34.7970974,5.2,5.2,0.08,75.7,0.276,0.264,0.27699999999999997,0.11599999999999999,250.3,56.6,0.245,0.12300000000000001,141.29,,79.6,7.2,216.4,5354.0,1412.0,1363.0,1337.0,1242.0,597.0,715.0,478.0,418.0,527.0,308.0,769.0,881.0,657.0,588.0,715.0,462.0,608.0,734.0,482.0,13213.0,15.38888889,1359.9160000000002,7.0,0.0,12422.0,11382.0,11217.0,176.0,232.0,1
46,Oklahoma,OK,40137,"Stephens County, Oklahoma",28.0,17886.0,14.9,85.1,16.5,5.1,73.4,26006.197780000002,83.25,2.1,4.5,0.45,3.9,5.85,19.45,8.75,44052,41.1,12.85,0.43799999999999994,18.3,27.6,15.65,24.8,0.5,13.65,17.85,83.25,2.1,5.85,0.45,4.5,3.9,83.7,0.70048575,41.0,-97.8556068,34.4813609,3.6,3.9,0.08,55.4,0.27899999999999997,0.209,0.294,0.114,314.2,42.1,0.191,0.044000000000000004,256.72,3.89,96.3,7.6,335.24285710000004,3706.857143,560.1428571,969.0,1159.142857,1018.571429,,,,,,,,,,,,,,,,40137.0,,941.5417143,28.0,0.0,17886.0,18932.0,16847.0,0.0,0.0,1
47,Florida,FL,12045,"Gulf County, Florida",9.0,7279.0,22.3,77.7,13.6,5.8,70.4,25476.323809999998,73.95,18.65,0.45,0.2,2.8,4.0,41.2,7.0,15788,33.3,18.5,0.419,33.25,29.35,23.55,22.05,1.45,14.95,8.75,73.95,18.65,4.0,0.2,0.45,2.8,74.15,0.58405075,42.5,-85.25653659999999,29.9072571,4.3,3.0,0.1,44.6,0.45899999999999996,0.24,0.311,0.113,359.8,689.7,0.215,0.085,392.9,,84.4,,12.8,6174.0,1378.0,2296.0,1246.0,1254.0,665.0,772.0,558.0,524.0,640.0,409.0,795.0,884.0,705.0,660.0,776.0,543.0,679.0,786.0,571.0,12045.0,19.16666667,1568.1960000000001,9.0,0.0,7279.0,7205.0,7108.0,76.0,99.0,1
48,Virginia,VA,51013,"Arlington County, Virginia",53.0,119344.0,7.5,92.5,70.1,36.7,66.45,55709.80127,64.0,8.1,0.2,8.9,2.8,15.9,8.3,9.7,207016,67.3,7.1,0.429,9.1,66.25,11.5,14.85,0.1,4.4,2.95,64.0,8.1,15.9,8.9,0.2,2.8,72.9,0.450151,33.9,-77.10070340000001,38.8783374,2.4,2.2,0.07,21.5,0.213,0.10099999999999999,0.193,0.054000000000000006,236.6,751.9,0.10400000000000001,0.036000000000000004,154.86,1.62,26.6,3.6,45.7,4566.0,927.0,1266.0,1210.0,1163.0,568.0,671.0,466.0,365.0,455.0,274.0,764.0,867.0,662.0,556.0,670.0,442.0,584.0,686.0,481.0,51013.0,13.77777778,1159.764,53.0,0.0,119344.0,110153.0,117608.0,1283.0,1865.0,0
49,Michigan,MI,26159,"Van Buren County, Michigan",33.0,33213.0,15.2,84.8,18.3,7.1,77.6,26124.36159,82.8,4.2,0.7,0.35,2.05,9.85,23.9,11.9,77142,40.2,16.2,0.436,22.55,27.45,16.95,22.75,3.05,10.15,19.65,82.8,4.2,9.85,0.35,0.7,2.05,83.15,0.69753175,39.4,-86.3056965,42.2839861,3.7,3.3,0.07,42.7,0.309,0.2,0.318,0.114,264.0,78.0,0.152,0.095,328.54,2.42,71.0,6.5,199.1333333,3773.333333,688.3333332999999,1056.0,933.6666667000002,1095.333333,493.66666669999995,587.6666667000001,400.0,280.6666667,352.0,208.66666669999998,697.6666667000001,802.0,592.6666667000001,470.66666669999995,574.0,367.6666667,522.3333333,618.0,426.66666669999995,26159.0,9.648148147999999,958.4266667000002,33.0,0.0,33213.0,34766.0,32837.0,644.0,406.0,1
50,Iowa,IA,19103,"Johnson County, Iowa",58.0,75637.0,5.0,95.0,50.8,23.1,82.25,22929.76889,85.0,4.15,0.2,4.95,1.75,3.95,12.55,5.1,128346,49.8,18.6,0.473,11.6,44.35,17.8,23.8,0.45,5.85,7.75,85.0,4.15,3.95,4.95,0.2,1.75,89.95,0.728543,28.8,-91.58881219999999,41.6687365,2.3,2.3,0.07,11.2,0.262,0.135,0.24,0.054000000000000006,553.2,165.2,0.099,0.038,251.05,1.83,38.0,4.2,218.7,3624.5,358.5,1416.5,990.5,859.0,,,,,,,,,,,,,,,,19103.0,,920.623,58.0,0.0,75637.0,72989.0,75977.0,1230.0,1613.0,0
51,Connecticut,CT,9001,"Fairfield County, Connecticut",150.0,410279.0,11.7,88.3,43.6,19.0,83.7,40410.64953,67.75,10.0,0.1,4.4,1.9,15.9,10.65,6.55,904836,68.2,7.75,0.537,9.15,42.9,15.8,25.15,0.1,8.3,7.75,67.75,10.0,15.9,4.4,0.1,1.9,72.15,0.49658525,39.1,-73.3667574,41.2281028,2.6,2.8,0.08,18.0,0.242,0.12,0.18600000000000003,0.071,296.4,375.4,0.11699999999999999,0.076,298.01,3.39,43.7,5.0,119.88,4994.6,1048.2,1324.8,1315.4,1306.2,,,,,,,,,,,,,,,,9001.0,,1268.6284,149.0,1907.0,410279.0,413741.0,396130.0,3069.0,3668.0,0
52,North Dakota,ND,38085,"Sioux County, North Dakota",6.0,1177.0,19.8,80.2,12.3,2.3,72.1,18846.97016,14.75,0.05,81.25,0.05,2.55,1.35,60.0,35.05,4148,48.3,46.25,0.556,55.85,36.3,30.1,13.1,1.75,11.55,7.1,14.75,0.05,1.35,0.05,81.25,2.55,14.8,0.6827455,27.0,-101.0475245,46.1092821,4.5,3.8,0.09,128.0,0.6659999999999999,0.44299999999999995,0.44299999999999995,0.11900000000000001,1074.8,,0.154,0.053,0.0,,257.3,,550.5,1690.0,124.0,758.0,484.0,324.0,,,,,,,,,,,,,,,,38085.0,,429.26,6.0,0.0,1177.0,1378.0,1144.0,18.0,19.0,0
53,Kansas,KS,20143,"Ottawa County, Kansas",24.0,2866.0,9.3,90.7,19.6,5.6,81.0,26342.31746,95.4,0.7,0.2,0.2,1.3,2.2,20.3,6.0,6038,49.0,9.2,0.365,15.1,29.2,16.0,26.55,2.4,10.05,15.75,95.4,0.7,2.2,0.2,0.2,1.3,95.6,0.910826,42.3,-97.6548025,39.1379632,2.0,1.6,0.07,30.8,0.18600000000000003,0.11599999999999999,0.327,0.102,196.1,,0.13699999999999998,0.051,224.69,,,,401.1,3058.5,289.0,1207.0,936.5,626.0,,,,,,,,,,,,,,,,20143.0,,776.8589999999999,24.0,0.0,2866.0,3086.0,2933.0,59.0,80.0,1
54,Texas,TX,48459,"Upshur County, Texas",21.0,15918.0,16.6,83.4,15.1,4.6,74.25,26855.828260000002,82.75,9.0,0.65,0.45,1.4,5.8,30.45,7.35,38472,33.3,13.5,0.43,20.7,26.3,15.8,24.65,1.15,16.35,15.8,82.75,9.0,5.8,0.45,0.65,1.4,83.2,0.69647875,40.4,-94.94164909999999,32.7358779,,1.4,0.08,56.5,0.27699999999999997,0.46799999999999997,0.31,0.13,226.0,108.4,0.249,0.057999999999999996,274.7,5.58,88.4,,118.9,4684.0,1208.0,977.0,1230.0,1269.0,634.0,759.0,509.0,457.0,582.0,333.0,803.0,921.0,685.0,627.0,754.0,501.0,644.0,775.0,514.0,48459.0,17.44444444,1189.736,21.0,0.0,15918.0,15164.0,15138.0,152.0,152.0,1
55,Indiana,IN,18119,"Owen County, Indiana",18.0,8520.0,18.1,81.9,8.3,3.0,70.75,26270.356509999998,97.15,0.2,0.2,0.45,1.05,0.95,19.65,8.2,21973,26.7,12.45,0.381,18.15,21.35,16.3,20.3,0.7,14.5,26.85,97.15,0.2,0.95,0.45,0.2,1.05,97.6,0.944041,41.4,-86.8388453,39.317339399999994,4.3,3.6,0.07,42.7,0.28800000000000003,0.32,0.368,0.109,251.2,70.6,0.185,0.096,,,83.7,,167.6,4812.0,921.0,1388.0,1372.0,1131.0,521.0,631.0,410.0,302.0,394.0,210.0,725.0,836.0,614.0,513.0,631.0,396.0,539.0,659.0,418.0,18119.0,11.16666667,1222.248,18.0,0.0,8520.0,8170.0,8113.0,185.0,228.0,1
56,California,CA,6035,"Lassen County, California",53.0,10422.0,20.2,79.8,12.4,3.9,62.15,26596.53905,67.5,8.95,2.8,1.0,3.35,16.45,21.8,7.75,34661,38.9,14.0,0.42200000000000004,18.95,30.4,27.2,22.3,1.45,8.9,9.75,67.5,8.95,16.45,1.0,2.8,3.35,68.5,0.49270175,37.2,-120.6299314,40.7210889,4.2,4.1,0.07,33.5,0.33399999999999996,0.18100000000000002,0.256,0.075,184.2,126.2,0.146,0.126,318.86,5.32,80.3,,1283.8,1199.0,522.0,78.0,287.0,312.0,504.0,638.0,369.0,334.0,426.0,241.0,680.0,853.0,508.0,488.0,619.0,358.0,510.0,652.0,368.0,6035.0,10.22222222,304.546,53.0,0.0,10422.0,11387.0,10683.0,318.0,334.0,1
57,North Carolina,NC,37199,"Yancey County, North Carolina",11.0,9808.0,22.1,77.9,15.2,5.1,75.8,22082.202859999998,93.2,0.5,0.35,0.45,0.65,4.9,16.75,17.35,18077,45.8,18.05,0.41100000000000003,24.1,21.6,22.25,19.9,2.15,15.45,18.7,93.2,0.5,4.9,0.45,0.35,0.65,93.65,0.87112475,44.2,-82.3039804,35.889503600000005,5.5,4.1,0.08,40.2,0.17800000000000002,0.214,0.287,0.109,152.5,62.6,0.228,0.111,110.14,,92.7,,1359.45,6601.0,1663.5,1644.5,1661.0,1632.0,476.0,566.0,386.0,314.5,405.5,223.5,632.0,711.5,551.5,463.0,559.5,366.5,491.5,585.0,398.0,37199.0,8.666666667000001,1676.654,11.0,0.0,9808.0,9717.0,9451.0,186.0,192.0,1
58,Georgia,GA,13273,"Terrell County, Georgia",6.0,4179.0,34.2,65.8,9.9,5.3,75.0,20019.83334,36.5,60.7,0.1,0.35,0.85,1.5,47.75,23.8,9839,32.3,31.3,0.496,42.95,24.45,19.9,22.8,2.75,8.75,21.35,36.5,60.7,1.5,0.35,0.1,0.85,36.85,0.5019845000000001,37.6,-84.43944640000001,31.777190899999997,,,0.17,91.6,0.574,,0.386,0.147,761.9,344.8,0.21,0.098,466.68,,49.8,,108.2,5047.0,1404.0,1489.0,1178.0,976.0,,,,,,,,,,,,,,,,13273.0,,1281.938,6.0,0.0,4179.0,4416.0,4398.0,25.0,20.0,0
59,Texas,TX,48233,"Hutchinson County, Texas",9.0,8126.0,16.5,83.5,13.0,4.0,75.75,24287.81842,74.4,2.4,1.4,0.4,2.0,19.35,35.65,6.65,21915,51.1,15.3,0.419,20.55,25.25,16.75,25.15,0.8,16.4,15.7,74.4,2.4,19.35,0.4,1.4,2.0,74.8,0.59216625,37.2,-101.3627461,35.837047,4.8,,0.1,67.9,0.34600000000000003,,0.327,0.10800000000000001,271.1,36.9,0.244,0.055,896.16,,82.4,,920.2,2140.333333,193.33333330000002,899.3333332999998,572.6666667000001,475.0,597.0,733.3333332999999,460.66666669999995,397.3333333,530.6666667,264.0,794.6666667000001,927.3333332999998,662.3333332999999,586.6666667000001,730.0,443.0,605.3333332999999,741.3333332999999,469.33333330000005,48233.0,15.38888889,543.6446667,9.0,0.0,8126.0,8761.0,7928.0,78.0,79.0,1
60,Iowa,IA,19065,"Fayette County, Iowa",26.0,9813.0,11.8,88.2,16.5,5.0,82.1,22316.32445,95.9,0.85,0.1,0.5,0.8,1.8,25.35,9.7,20682,52.2,13.2,0.41200000000000003,17.75,27.8,15.55,22.45,2.7,10.25,21.15,95.9,0.85,1.8,0.5,0.1,0.8,96.4,0.92016725,42.4,-91.8393728,42.86444960000001,3.0,3.0,0.07,28.1,0.23199999999999998,0.21,0.349,0.091,252.7,34.1,0.121,0.057,185.69,,60.0,,349.75,3772.5,358.0,1550.0,1034.0,830.5,459.0,561.5,356.5,188.5,275.5,101.5,697.5,804.5,590.0,461.5,568.5,354.5,484.5,592.0,377.0,19065.0,7.722222222,958.215,26.0,0.0,9813.0,10262.0,10366.0,149.0,142.0,1
61,Massachusetts,MA,25009,"Essex County, Massachusetts",240.0,376140.0,11.8,88.2,36.1,14.4,81.0,36296.42381,77.45,2.6,0.1,3.05,1.4,15.35,13.7,9.5,739024,58.9,10.05,0.47100000000000003,13.4,40.35,16.15,25.45,0.3,7.3,10.5,77.45,2.6,15.35,3.05,0.1,1.4,80.5,0.62521575,40.0,-70.86510729999999,42.642711,3.0,3.2,0.08,23.3,0.32,0.141,0.235,0.09,329.7,235.0,0.054000000000000006,0.071,359.81,2.12,44.8,4.6,23.575,4805.25,1122.125,1109.5,1311.5,1262.125,491.25,590.25,391.75,288.5,379.625,197.25,691.25,794.625,587.75,464.0,566.125,362.0,517.25,617.625,416.875,25009.0,9.513888889,1220.5335,240.0,0.0,376140.0,353462.0,366357.0,7357.0,5575.0,0
62,Georgia,GA,13071,"Colquitt County, Georgia",19.0,13592.0,28.2,71.8,11.2,4.3,70.6,21788.75969,59.5,22.35,0.3,0.5,1.05,16.3,37.95,17.35,45065,48.9,23.1,0.45799999999999996,32.5,21.9,13.9,22.8,5.65,11.7,24.0,59.5,22.35,16.3,0.5,0.3,1.05,60.0,0.4306905,34.5,-83.7697405,31.189757500000002,4.1,5.0,0.11,87.0,0.414,0.239,0.326,0.128,308.9,264.8,0.27899999999999997,0.092,,11.64,74.3,8.7,103.6,4978.0,1306.0,1563.0,1162.0,947.0,669.0,776.0,561.0,522.0,631.0,413.0,805.0,903.0,707.0,663.0,781.0,545.0,681.0,787.0,575.0,13071.0,19.38888889,1264.412,19.0,0.0,13592.0,13435.0,13328.0,111.0,112.0,1
63,Virginia,VA,51107,"Loudoun County, Virginia",94.0,180265.0,6.5,93.5,57.2,21.6,84.4,54543.62602999999,64.9,7.25,0.15,13.45,3.05,11.25,3.0,4.25,294888,61.3,3.0,0.36700000000000005,2.9,55.8,11.25,22.55,0.15,5.2,5.05,64.9,7.25,11.25,13.45,0.15,3.05,78.35,0.45813625,34.3,-77.6388572,39.0811303,2.2,2.4,0.07,13.0,0.151,0.09699999999999999,0.225,0.073,142.6,114.5,0.09300000000000001,0.042,93.32,1.18,23.3,4.9,120.1,,,,,,536.5,647.5,426.0,336.5,434.5,238.0,733.5,844.0,623.0,521.0,637.5,404.5,553.0,670.0,435.5,51107.0,12.02777778,,94.0,0.0,180265.0,139459.0,160060.0,1278.0,2289.0,0
64,Mississippi,MS,28095,"Monroe County, Mississippi",26.0,15781.0,24.8,75.2,13.2,4.8,70.15,23547.49842,67.3,30.7,0.2,0.1,0.9,0.95,32.3,17.65,37039,32.9,20.85,0.46,30.6,24.4,14.85,23.75,0.4,9.35,27.25,67.3,30.7,0.95,0.1,0.2,0.9,67.4,0.54735425,38.8,-88.48503790000001,33.8900295,4.9,5.3,0.13,59.0,0.429,0.23199999999999998,0.344,0.139,,111.7,0.20600000000000002,0.114,,,70.8,11.0,65.25,5433.0,1569.0,1147.5,1486.5,1230.0,,,,,,,,,,,,,,,,28095.0,,1379.9820000000002,26.0,0.0,15781.0,17496.0,16918.0,143.0,139.0,1
65,Alabama,AL,1133,"Winston County, Alabama",20.0,10255.0,30.7,69.3,11.1,5.6,73.4,19898.90318,95.0,0.3,0.45,0.15,1.5,2.6,39.45,14.9,24337,24.1,21.85,0.452,33.2,24.35,12.3,20.2,1.05,9.8,32.25,95.0,0.3,2.6,0.15,0.45,1.5,95.15,0.9034325000000001,42.6,-87.3641471,34.155888399999995,4.6,6.5,0.1,56.2,0.354,0.228,0.35700000000000004,0.121,226.1,49.4,0.18100000000000002,0.098,156.02,,108.5,11.4,249.3,5824.0,1623.0,1341.0,1551.0,1309.0,601.0,712.0,489.0,418.0,523.0,313.0,772.0,879.0,665.0,596.0,711.0,481.0,613.0,733.0,493.0,1133.0,15.61111111,1479.296,20.0,0.0,10255.0,10031.0,9728.0,171.0,130.0,1
66,Florida,FL,12019,"Clay County, Florida",47.0,106363.0,9.7,90.3,23.8,7.7,79.1,32271.88889,77.95,9.45,0.35,2.8,2.25,7.25,14.7,7.55,185357,51.9,8.35,0.387,11.3,33.85,15.3,29.85,0.3,11.7,8.95,77.95,9.45,7.25,2.8,0.35,2.25,80.75,0.62310925,37.5,-81.8581472,29.9871155,3.3,3.5,0.08,33.1,0.289,0.209,0.282,0.11199999999999999,349.3,145.5,0.17,0.076,439.85,5.23,64.4,6.5,25.3,5153.0,838.0,2122.0,949.0,1244.0,679.0,802.0,556.0,543.0,674.0,412.0,805.0,919.0,691.0,669.0,805.0,533.0,696.0,809.0,584.0,12019.0,19.94444444,1308.862,47.0,0.0,106363.0,94577.0,96589.0,677.0,808.0,1
67,Minnesota,MN,27037,"Dakota County, Minnesota",140.0,228659.0,5.6,94.4,38.1,11.2,79.55,39253.45588,83.8,4.3,0.35,4.3,2.1,5.2,6.65,5.15,393993,45.1,5.35,0.395,6.2,40.9,13.55,27.6,0.2,7.2,10.5,83.8,4.3,5.2,4.3,0.35,2.1,88.1,0.70909925,36.1,-93.0624813,44.6708928,2.7,2.5,0.06,17.8,0.237,0.15,0.254,0.064,258.5,85.1,0.086,0.053,110.62,1.32,41.0,4.7,266.7,3256.333333,281.3333333,1319.0,857.3333332999998,798.6666667000001,451.66666669999995,546.3333332999999,356.6666667,172.0,257.0,87.0,698.3333332999999,798.3333332999999,598.6666667000001,454.33333330000005,555.3333332999999,353.3333333,476.0,569.0,383.0,27037.0,7.314814815,827.1086667000001,140.0,0.0,228659.0,225472.0,230821.0,4330.0,5050.0,0
68,Ohio,OH,39173,"Wood County, Ohio",99.0,62287.0,7.8,92.2,29.3,11.6,84.6,25298.71746,91.0,1.95,0.15,1.4,1.25,4.25,11.85,6.85,125231,53.2,12.35,0.43799999999999994,10.55,34.05,16.3,24.9,0.5,8.1,16.25,91.0,1.95,4.25,1.4,0.15,1.25,92.4,0.830641,34.6,-83.6226821,41.3601834,3.0,3.7,0.07,16.4,0.242,0.145,0.29600000000000004,0.106,281.0,50.8,0.111,0.069,78.5,1.26,46.0,6.4,209.55,,,,,,505.0,598.0,411.0,277.0,346.0,208.0,718.5,823.0,614.5,489.0,589.5,389.0,529.5,629.0,429.5,39173.0,10.27777778,,99.0,0.0,62287.0,65023.0,64059.0,1090.0,1553.0,1
